product_name,brand_name,rating,rating_count,marked_price,discounted_price,sizes,product_link,img_link,product_tag,brand_tag,discount_amount,discount_percent
"Shirt Mini Dress",URBANIC,0,0,1390,1181,"S,M,L,XL",dresses/urbanic/urbanic-black-shirt-mini-dress/18501484/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18501484/2022/5/30/35235105-a82b-4d23-81e8-83e99e57a24d1653899415476URBANICBlackShirtMiniDress1.jpg",dresses,urbanic,209,15
"Floral Print A-Line Dress","Shae by SASSAFRAS",4.4,194,1699,679,"XS,S,M,L,XL,XXL",dresses/shae-by-sassafras/shae-by-sassafras-women-peach-coloured--white-floral-print-a-line-dress/12428160/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12428160/2020/9/16/c363bcf2-5a53-4f31-8947-351e11d3cf211600232278933-Shae-by-SASSAFRAS-Women-Peach-Coloured-Printed-A-Line-Dress--1.jpg",dresses,shae-by-sassafras,1020,60
"Women Printed Thong Flip-Flops","M7 by Metronaut",4.1,27,499,279,"UK4,UK5,UK6,UK7,UK8",flip-flops/m7-by-metronaut/m7-by-metronaut-women-black--red-printed-rubber-thong-flip-flops/17602258/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17602258/2022/3/21/32340bcb-53af-4bbc-8434-6f0932efd6061647880138345M7byMetronautWomenBlackFlipFlops1.jpg",flip-flops,m7-by-metronaut,220,44
"Women Printed Sliders","Tommy Hilfiger",0,0,2999,2699,"UK3.5,UK4,UK5,UK6,UK6.5",flip-flops/tommy-hilfiger/tommy-hilfiger-women-navy-blue-brand-logo-printed-sliders/16655542/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16655542/2022/3/14/afa086fb-0c11-4c1f-9c5c-820aeb36f8d01647244890375-Tommy-Hilfiger-Women-Flip-Flops-6121647244890006-1.jpg",flip-flops,tommy-hilfiger,300,10
"Women Walking Shoes",Alishtezia,0,0,1995,678,"UK3,UK4,UK5,UK6,UK7,UK8",sports-shoes/alishtezia/alishtezia-women-peach-coloured-walking-non-marking-shoes/18074148/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18074148/2022/4/29/d96e315c-f302-434e-b7cd-d3199fca84d01651177173017AlishteziaWomenPeachSportsShoes7.jpg",sports-shoes,alishtezia,1317,66
"Perfect Radiance Foundation-02","Magic Colour",0,0,599,599,"30-40 ML",foundation-and-primer/magic-colour/magic-colour-high-coverage-perfect-radiance-foundation---natural-02/17998398/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17998398/2022/4/22/c077cef0-310e-4fbe-b599-ae7c9e0683c21650645043762MagicColourHighCoveragePerfectRadianceFoundationNatural35g1.jpg",foundation-and-primer,magic-colour,0,0
"Women Solid Mules","Allen Solly",4.1,15,1999,1699,"EURO36,EURO37,EURO38,EURO39,EURO40,EURO41",flats/allen-solly/allen-solly-women-beige-solid-mules-/17284204/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17284204/2022/3/14/e5e7f6e7-fa51-445f-8703-12d0a5dc31321647256995509-Allen-Solly-Women-Flats-4631647256995255-1.jpg",flats,allen-solly,300,15
"Women Solid Bootcut Track Pants",FEMEA,4.5,379,1499,999,"M,L,XL,XXL",track-pants/femea/femea-women-black-solid-bootcut-track-pants/12098454/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12098454/2022/4/7/49918356-fe13-45f9-884c-41b8bf473ee71649330124411FEMEAWomenBlackSolidBootcutTrackPants1.jpg",track-pants,femea,500,33
"Men Printed Cotton Briefs","UnderJeans by Spykar",0,0,489,415,"S,M,L,XL,XXL",briefs/underjeans-by-spykar/underjeans-by-spykar-men-red-printed-cotton-briefs-ujnpbs051red/18054160/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18054160/2022/6/20/160cc1bc-a1d8-486d-9a4a-69397c306ee01655702838894-UnderJeans-by-Spykar-Men-Red-Printed-Cotton-Briefs-UJNPBS051-1.jpg",briefs,underjeans-by-spykar,74,15
"Men Low-Rise Jeans","Jack & Jones",0,0,4299,3009,"28,30,32,34,36,38",jeans/jack--jones/jack--jones-men-grey-low-rise-heavy-fade-jeans/17530386/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17530386/2022/3/16/9f1b8d6f-b328-44f1-b92b-d6ccd28d7a891647416628002JackJonesMenGreyLow-RiseLowDistressHeavyFadeJeans1.jpg",jeans,jack--jones,1290,30
"Women Typography Printed T-shirt",HERE&NOW,0,0,699,349,"XS,S,M,L,XL,XXL,3XL",tshirts/herenow/herenow-women-yellow--white-typography-printed-pure-cotton-t-shirt/18273598/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18273598/2022/6/4/d3b51ae4-0f64-4374-99cd-bd706a5bfaf21654317701179-HERENOW-Women-Tshirts-1031654317700797-1.jpg",tshirts,herenow,350,50
"Men Printed Cotton T-shirt","Mast & Harbour",3.9,16,799,239,"S,M,L,XL",tshirts/mast--harbour/mast--harbour-men-red-printed-pure-cotton-t-shirt/14966510/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14966510/2022/2/25/a0187db1-8ef1-45ce-80e9-e18a481369ad1645766410956-Mast--Harbour-Men-Maroon--Black-Printed-Pure-Cotton-T-shirt--1.jpg",tshirts,mast--harbour,560,70
"Men Tapered Fit Trousers","Van Heusen Sport",0,0,2599,1949,"30,32,34,36,38",trousers/van-heusen-sport/van-heusen-sport-men-blue-textured-mid-rise-tapered-fit-trousers/17887902/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17887902/2022/5/7/9fc730dc-fb74-4945-90ce-156815eb71611651901439782-Van-Heusen-Sport-Men-Blue-Textured-Mid-Rise-Tapered-Fit-Trou-1.jpg",trousers,van-heusen-sport,650,25
"Zip Around Wallet",Baggit,4.4,85,1690,760,L,wallets/baggit/baggit-women-blue--mustard-yellow-striped-zip-around-wallet/15345014/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15345014/2021/9/17/71b73a0d-1fd7-4df5-9ddd-5cc3b5e2ded71631860554428-Baggit-Women-Wallets-3991631860553814-1.jpg",wallets,baggit,930,55
"Print Peplum Top",Paralians,0,0,999,499,"XS,S,M,L,XL,XXL",tops/paralians/paralians-black-print-peplum-top/18478528/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18478528/2022/5/27/b2c917b4-b995-4b88-97c3-cf8f5b1ce2221653661356152WomenBlackPrintWaistTie-UpTop1.jpg",tops,paralians,500,50
"Set Of 12 Checked Saree Covers","Kuber Industries",4.3,24,2399,1007,Onesize,organisers/kuber-industries/kuber-industries-set-of-12-cream-colour--brown-checked-saree-covers/14024644/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/4/5/1afca269-c0e5-4c3f-aa46-b0d6b80b58381617606222303-2.jpg",organisers,kuber-industries,1392,58
"Unisex Kids Football Shoes","Kipsta By Decathlon",4.1,117,999,949,"2-2.5Y,2.5-3Y,3-3.5Y,3.5-4Y,4-4.5Y,4.5-5Y,5-5.5Y,5.5-6Y,6-6.5Y,6.5-7Y,7-7.5Y,7.5-8Y,8-8.5Y,8.5-9Y",sports-shoes/kipsta-by-decathlon/kipsta-by-decathlon-unisex-kids-black--orange-pu-football-shoes/13168562/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13168562/2022/5/18/d8502109-0785-4995-96af-265b7975d3631652863889480KipstaByDecathlonUnisexKidsBlackOrangePUFootballShoes1.jpg",sports-shoes,kipsta-by-decathlon,50,5
"Women Straight Hem Design Palazzos","TAG 7",4.3,44,1999,739,"28,30,32,34,36,38",palazzos/tag-7/tag-7-women-off-white-solid-hem-design-straight-palazzos/14027680/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14027680/2021/4/20/05f9f676-ec6d-44c1-bd61-a32a0dd323231618923384007CREAMFLAXBORDERPALAZZO1.jpg",palazzos,tag-7,1260,63
"Checked Pure Cotton Shirt","U.S. Polo Assn. Denim Co.",4.3,10,2599,2209,"38,40,42,44,46",shirts/us-polo-assn-denim-co/us-polo-assn-denim-co-men-white-tartan-checks-opaque-pure-cotton-casual-shirt/16342704/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16342704/2022/3/30/e653ae1c-b150-4deb-ac15-87f621ed37b11648638820866USPoloAssnDenimCoMenWhiteTartanChecksOpaquePureCottonCasualS1.jpg",shirts,us-polo-assn-denim-co,390,15
"Moisturizing Honey Face Wash",Nivea,4.5,714,185,157,"0-100 ML",face-wash-and-cleanser/nivea/nivea-women-milk-delights-moisturizing-honey-face-wash-100-ml/8520527/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/8520527/2022/4/20/0af7661b-125f-4115-b94e-f4788006d9411650448540951-Nivea-Women-Milk-Delights-Moisturizing-Honey-Face-Wash-100-m-3.jpg",face-wash-and-cleanser,nivea,28,15
"Men Pure Cotton Shirt","Louis Philippe Jeans",0,0,2799,2379,"39,40,42",shirts/louis-philippe-jeans/louis-philippe-jeans-men-blue-slim-fit-tropical-printed-cotton-linen-casual-shirt/17807834/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17807834/2022/5/11/a7208654-6ed2-454c-be35-780bf43339e11652262593044-Louis-Philippe-Jeans-Men-Shirts-3671652262592595-1.jpg",shirts,louis-philippe-jeans,420,15
"Men Textured Reversible Belt","Tommy Hilfiger",4.6,55,2799,2519,"32,36,40,44",belts/tommy-hilfiger/tommy-hilfiger-men-black--brown-textured-reversible-belt/11698700/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11698700/2020/6/26/1dce36e5-bf6c-4fb1-84a3-5a4b25d4decb1593167151939-Tommy-Hilfiger-Men-Black--Brown-Textured-Reversible-Belt-131-1.jpg",belts,tommy-hilfiger,280,10
"Woven Design Kurta with Churidar",Manyavar,4.6,12,3999,3999,"S,M,L,XL,XXL",kurta-sets/manyavar/manyavar-men-beige-woven-design-kurta-with-churidar/13699836/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13699836/2021/2/24/4fc3702c-3bc6-4ef2-8347-f837b51c91cc1614146489228KurtaSetsManyavarMenKurtaSetsManyavarMenKurtasManyavarMenKur1.jpg",kurta-sets,manyavar,0,0
"Ammunition for Men",Ustraa,4.2,113,799,607,"100-120 ML",perfume-and-body-mist/ustraa/ustraa-cologne---ammunition-for-men-100-ml/13389380/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13389380/2021/9/11/7f6e365d-a411-4d17-8fb7-9036f9c0c4581631342533221-Ustraa-Cologne---Ammunition-for-Men-100-ml-4141631342532869-1.jpg",perfume-and-body-mist,ustraa,192,24
"Women Solid Satchel","Allen Solly",4.8,9,3599,2483,Onesize,handbags/allen-solly/allen-solly-pink-solid-satchel/16957228/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16957228/2022/2/14/db11ad65-0feb-4440-928d-40aa7a8801b41644835697699-Allen-Solly-Women-Handbags-5501644835697022-1.jpg",handbags,allen-solly,1116,31
"Men Brand Logo Printed T-shirt",ADIDAS,0,0,1799,1529,"XS,S,M,L,XL",tshirts/adidas/adidas-men-white--black-brand-logo-printed-drop-shoulder-sleeves-t-shirt/17204198/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17204198/2022/4/28/9d5279cf-b637-4c4f-99f9-1b01e79469621651141262212-ADIDAS-Men-Tshirts-6031651141261568-1.jpg",tshirts,adidas,270,15
"Unisex Running Cap","HRX by Hrithik Roshan",3.6,28,2499,1249,Onesize,caps/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-unisex-black-active-running-cap/14886394/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14886394/2021/12/17/254a2454-a6f4-468b-bb14-f8d993e6c5c71639738830026-HRX-by-Hrithik-Roshan-Unisex-Caps-7831639738829632-1.jpg",caps,hrx-by-hrithik-roshan,1250,50
"Women T-Strap Flats",Khadims,0,0,649,649,"EURO36,EURO37,EURO38,EURO39,EURO40,EURO41,EURO42",flats/khadims/khadims-women-pink-t-strap-flats/18655604/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18655604/2022/6/8/c657fbac-f06a-475d-8627-6370bc8c33471654669517977KhadimsWomenPinkT-StrapFlats1.jpg",flats,khadims,0,0
"Printed A-Line Kurta",Vishudh,3.8,1300,1949,857,"S,M,L,XL,XXL",kurtas/vishudh/vishudh-women-mustard-printed-a-line-kurta/8274733/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/8274733/2019/4/23/040ef12b-4287-493c-bce4-33294fbaf3851556011654587-Vishudh-Women-Mustard-Printed-A-Line-Kurta-6181556011652907-1.jpg",kurtas,vishudh,1092,56
"Men Slim Fit Jeans",Duke,0,0,2775,1942,"30,32,34,36,38",jeans/duke/duke-men-blue-slim-fit-light-fade-stretchable-jeans/18000292/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18000292/2022/4/22/e76ccb7e-f3f7-490a-ac64-2969553e4e9a1650637208327DukeMenBlueSlimFitLightFadeStretchableJeans1.jpg",jeans,duke,833,30
"Wedge Sandals",Shezone,0,0,1999,1599,"EURO35,EURO36,EURO37,EURO38,EURO39,EURO40",heels/shezone/shezone-rose-gold-wedge-sandals/18520680/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18520680/2022/6/1/c27ca6b5-4f1c-46e8-81f9-eab21c5ee4111654058794568ShezoneRoseGoldWedgeSandals1.jpg",heels,shezone,400,20
"Women Solid Denim Trucker Jacket",Roadster,4.1,20,2799,979,"XS,S,M,L,XL",jackets/roadster/roadster-women-gorgeous-green-solid-denim-trucker-jacket/14536010/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14536010/2021/11/15/4580ed38-912e-456c-b2c3-59c8a189a18f1636975524206-Roadster-Women-Jackets-8731636975523879-1.jpg",jackets,roadster,1820,65
"Women Sheath Dress","Annabelle by Pantaloons",4.6,8,1899,1899,"XS,S,M,L,XL,XXL",dresses/annabelle-by-pantaloons/annabelle-by-pantaloons-women-white--black-formal-sheath-dress/17302554/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17302554/2022/2/26/803b05a2-1396-4cb7-b145-fd2c0b99e6ad1645848436681AnnabellebyPantaloonsWhiteFormalA-LineDress1.jpg",dresses,annabelle-by-pantaloons,0,0
"Cotton Slim Fit Casual Shirt",Arrow,4.9,22,1999,1199,"39,40,42",shirts/arrow/arrow-men-green--white-pure-cotton-slim-fit-checked-casual-shirt/16054052/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16054052/2021/12/13/5cc88819-c673-4367-87da-6fd3a36196731639372213154TshirtsArrowMenTshirtsArrowMenShirtsArrowMenTrousersArrowMen1.jpg",shirts,arrow,800,40
"Stone 650 Bluetooth Speaker",boAt,4.5,115,4990,1999,Onesize,speakers/boat/boat-stone-650-10w-raging-red-stereo-wireless-speaker-with-ipx5--up-to-7h-playtime/8725659/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/8725659/2020/7/29/12b525ef-af83-43bd-bcd3-3da2f59e43d11596010956684-boAt-Stone-650-10W-Raging-Red-Stereo-Wireless-Speaker-with-I-1.jpg",speakers,boat,2991,59
"Men Regular Fit Regular Chinos",INVICTUS,4.1,224,1898,759,"30,32,34,36",trousers/invictus/invictus-men-khaki-regular-fit-solid-regular-chinos/13281164/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13281164/2021/1/7/b50c0d2c-7ca7-440b-985d-4c399ba38f191610010357721-INVICTUS-Men-Khaki-Regular-Fit-Solid-Regular-Trousers-716100-1.jpg",trousers,invictus,1139,60
"Slim Fit Casual Shirt","Flying Machine",0,0,1999,1999,"38,40,42,44,46",shirts/flying-machine/flying-machine-men-blue-slim-fit-checked-pure-cotton-casual-shirt/17917510/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17917510/2022/6/2/e3c8720c-9cd3-4a34-8c0f-28ee13c55a221654171064689FlyingMachineMenBlueSlimFitCheckedPureCottonCasualShirt1.jpg",shirts,flying-machine,0,0
"Men Cotton Slim Fit T-shirt",WROGN,4,4,1499,809,"S,M,L,XL,XXL",tshirts/wrogn/wrogn-men-black--lavender-brand-logo-embroidered-pure-cotton-slim-fit-t-shirt/17025204/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17025204/2022/3/28/ec2abd74-2f27-409f-8af1-ad931ca17c901648466364067-WROGN-Men-Tshirts-1181648466363339-1.jpg",tshirts,wrogn,690,46
"Solid Top","Tokyo Talkies",4.3,23,1099,516,"XS,S,M,L,XL",tops/tokyo-talkies/tokyo-talkies-women-stylish-black-solid-top/17442662/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17442662/2022/3/9/b90f5a3e-0c6c-4161-9423-730dcdf458691646805341271TokyoTalkiesBlackTop1.jpg",tops,tokyo-talkies,583,53
"Women Solid Cotton Lounge Pants","Mystere Paris",0,0,899,899,"S,M,L,XL,XXL",lounge-pants/mystere-paris/-mystere-paris-women-beige-solid-cotton-lounge-pants/18083490/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18083490/2022/4/29/ced19a79-a018-4ef4-bd0f-21cf143be1461651209765147SolidBeigeLoungePants1.jpg",lounge-pants,mystere-paris,0,0
"U-17 Girls Running Shoes","HRX by Hrithik Roshan",0,0,2799,1679,"10-11Y,11-12Y,12-13Y,13-15Y,15-16Y",sports-shoes/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-u-17-girls-black-woven-design-running-shoes/14980786/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14980786/2022/6/8/eac56353-5c31-4568-8321-470debb8c0511654688752176HRXbyHrithikRoshanU-17GirlsBlackWovenDesignRunningShoes1.jpg",sports-shoes,hrx-by-hrithik-roshan,1120,40
"No Transfer Lipstick - 02","Fashion Colour",0,0,299,299,Onesize,lipstick/fashion-colour/fashion-colour-kiss-lip-no-transfer-lipstick---orange-02/18435464/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18435464/2022/6/21/89af8e69-e251-46cf-8ceb-584f6288f4141655805275896FashionColourKissLipNoTransferLipstick-Orange021.jpg",lipstick,fashion-colour,0,0
"Open-Front Shrug","BUY NEW TREND",0,0,1399,545,"S,M,L,XL",shrug/buy-new-trend/buy-new-trend-black-open-front-shrug/18067050/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18067050/2022/4/28/f3ebeb56-b333-4f32-96bd-073dab0a8c0c1651124626143Shrug1.jpg",shrug,buy-new-trend,854,61
"Casual Shirt","Jack & Jones",0,0,3499,3499,"38,40,42,44,46",shirts/jack--jones/jack--jones-men-green-casual-shirt/18187400/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18187400/2022/5/7/1e036405-9d7a-4488-ab5c-85b4d0365b041651912772522JackJonesMenGreenCasualShirt1.jpg",shirts,jack--jones,0,0
"Men Analogue Watch","Daniel Klein",4.1,141,6990,4613,Onesize,watches/daniel-klein/daniel-klein-exclusive-men-black-analogue-watch-dk12035/8481093/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/8481093/2022/4/20/e002a491-763a-4eea-92fe-5d44340319c21650431520979-Daniel-Klein-Exclusive-Men-Black-Analogue-Watch-DK12035-2121-7.jpg",watches,daniel-klein,2377,34
"Structured Shoulder Bag",Lavie,4.5,49,4799,2639,L,handbags/lavie/lavie-beige-structured-shoulder-bag/15146444/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15146444/2022/2/17/6516f19e-bd81-49e1-82be-d78583ee09841645036766567LavieBeigeStructuredShoulderBag1.jpg",handbags,lavie,2160,45
"Women Joggers",Laabha,4.5,2,1999,799,"XS,S,M,L,XL,XXL",track-pants/laabha/laabha-women-black--white-side-striped-joggers/17552078/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17552078/2022/3/25/d264f6fe-0c7b-44eb-8cac-0da8005cad181648205142872-Laabha-Women-Track-Pants-7981648205142206-1.jpg",track-pants,laabha,1200,60
"Animal Print Top",BoStreet,0,0,1449,1376,"S,M,L,XL",tops/bostreet/bostreet-brown-animal-print-top/18139086/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18139086/2022/5/4/a2603543-0476-4b90-ad70-6d6ecaefa4811651654756348BoStreetBrownAnimalPrintTop1.jpg",tops,bostreet,73,5
"Men Jasper Running Shoes",Campus,4.2,138,1499,1274,"UK6,UK7,UK8,UK9,UK10",sports-shoes/campus/campus-men-white-mesh-jasper-running-shoes-/10829488/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/10/16/be549641-7f1a-42f6-a8c2-11443848943b1571224643759-1.jpg",sports-shoes,campus,225,15
"Bandhani Rayon Maxi Dress","all about you",3.9,14,2999,1649,"XS,S,M,L,XL,XXL",dresses/all-about-you/all-about-you-red--white-bandhani-print-mandarin-collar-rayon-ethnic-maxi-dress/16610798/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16610798/2022/3/11/a2bb7ad6-a3d6-4d57-a9ee-670ea144063b1646975876806-all-about-you-Women-Dresses-3601646975876380-3.jpg",dresses,all-about-you,1350,45
"Solid T-shirt Dress","Kook N Keech Disney",4.4,103,1299,584,"S,M,L,XL",dresses/kook-n-keech-disney/kook-n-keech-disney-women-peach-coloured-solid-t-shirt-dress/12958914/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12958914/2021/4/1/026119c1-68d7-427b-83c8-7b9c4e23f10d1617272193038-Kook-N-Keech-Disney-Women-Peach-Coloured-Printed-T-shirt-Dre-1.jpg",dresses,kook-n-keech-disney,715,55
"Men Solid Bomber Jacket","Mast & Harbour",3.8,144,4499,2249,"S,M,L,XL",jackets/mast--harbour/mast--harbour-men-white-solid-bomber-jacket/12108250/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12108250/2020/10/17/466e0525-0149-4da8-be33-7fc21b058edc1602874993810-Mast--Harbour-Men-Jackets-6291602874991259-1.jpg",jackets,mast--harbour,2250,50
"Men Sneakers",FRATERNITY,0,0,2199,999,"UK6,UK7,UK8,UK9,UK10,UK11",casual-shoes/fraternity/fraternity-men-green-sneakers/18596912/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18596912/2022/6/4/8b5ea8e8-24c5-47ef-b28a-cba065d08d7b1654315287169FRATERNITYMenGreenSneakers1.jpg",casual-shoes,fraternity,1200,54
"Women Straight Fit Peg Trousers",Zastraa,3.8,1500,2899,869,"26,28,30,32,34",trousers/zastraa/zastraa-women-grey-straight-fit-peg-trousers/8100649/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2018/12/5/7e19c641-fa81-4f18-ad15-d711cf8cfa2d1544009025165-1.jpg",trousers,zastraa,2030,70
"Men Slip-On Sneakers",Anouk,3.8,15,1899,664,"UK6,UK7,UK8,UK9,UK10",casual-shoes/anouk/anouk-men-coffee-brown-solid-slip-on-sneakers/15874672/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15874672/2021/11/15/e8bdc76c-5df5-4686-875e-6b749a3007c41636969601208-Anouk-Men-Casual-Shoes-5211636969600934-1.jpg",casual-shoes,anouk,1235,65
"Women Solid Joggers",People,0,0,1099,769,"S,M,L,XL",track-pants/people/people-women-purple-solid-joggers/18475260/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18475260/2022/5/29/a4f4e6fc-0257-4d12-b580-d7c437865a041653806650211PeopleWomenPurpleSolidJoggers1.jpg",track-pants,people,330,30
"Slim Fit Checked Casual Shirt","Allen Solly Sport",4.3,47,1799,1079,"38,40,42,44,46",shirts/allen-solly-sport/allen-solly-sport-men-white-slim-fit-grid-tattersall-checked-pure-cotton-casual-shirt/16574924/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16574924/2022/1/10/dab1f17d-f73f-4e87-b256-03c310e0e2ad1641793596450-Allen-Solly-Sport-Men-Shirts-2621641793595956-1.jpg",shirts,allen-solly-sport,720,40
"Men Slim Fit Cargos Trousers",Hubberholme,4.4,25,1499,944,"30,32,34,36",trousers/hubberholme/hubberholme-men-blue-slim-fit-cargos-trousers/15008060/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15008060/2021/8/18/24cf640a-f38b-412d-aad4-39594bfdc21e1629281359610-Hubberholme-Men-Blue-Slim-Fit-Cargos-Trousers-15116292813587-1.jpg",trousers,hubberholme,555,37
"Men Slim Fit Casual Shirt",HIGHLANDER,3.9,49,1349,539,"39,40,42,44",shirts/highlander/highlander-men-mauve-slim-fit-opaque-printed-casual-shirt/15731088/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15731088/2021/10/5/fc6edad8-8a71-4ec5-83c5-590cd6817b9d1633408412236HIGHLANDERMenMauveSlimFitOpaquePrintedCasualShirt1.jpg",shirts,highlander,810,60
"Men Brand Logo T-shirt","United Colors of Benetton",0,0,889,622,"S,M,L,XL",tshirts/united-colors-of-benetton/united-colors-of-benetton-men-navy-blue-with-melange-effect-brand-logo-printed-t-shirt/17565634/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17565634/2022/4/27/ba2b7c73-9e8a-4a12-b2ff-b3c9e2e347e71651050064433-United-Colors-of-Benetton-Men-Tshirts-6951651050063903-1.jpg",tshirts,united-colors-of-benetton,267,30
"Men Black Solid Formal Oxfords","Carlton London",4.4,7,3495,2621,"UK6,UK7,UK8,UK9,UK10,UK11",formal-shoes/carlton-london/carlton-london-men-black-solid-formal-oxfords/16017618/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16017618/2022/2/2/c7591b3c-c8e3-4601-b9b7-1c8706efcf811643783475726-Carlton-London-Men-Formal-Shoes-1611643783475323-1.jpg",formal-shoes,carlton-london,874,25
